13,20,21,22,31,32,33,35,39,42,60,61,66,69,72,73,75,77,79,80
4,9,10,16,20,21,28,29,30,34,38,46,47,56,58,61,68,73,77,78
3,4,5,9,10,13,14,18,20,23,36,39,40,44,46,63,69,70,78,79
1,2,4,5,12,18,21,22,23,25,28,29,36,42,47,49,56,64,67,74
5,6,18,28,30,32,35,46,47,51,56,60,62,64,65,68,69,73,78,79
5,8,12,13,15,16,17,19,23,28,36,37,39,42,44,60,67,70,77,80
7,8,11,13,14,16,23,27,31,32,35,38,40,44,47,60,62,72,77,78
4,5,14,16,17,19,25,27,28,38,41,42,49,51,57,69,71,76,77,80
7,10,14,18,20,23,28,32,34,36,38,39,40,41,47,49,64,66,72,78
12,13,18,20,21,24,31,34,38,43,47,51,61,64,67,72,73,75,77,78
1,3,8,9,18,22,23,25,39,41,45,49,52,54,55,63,74,76,78,79
3,7,10,19,24,26,29,32,34,40,41,42,46,48,51,62,73,77,79,80
3,7,17,18,26,28,31,34,36,39,40,43,46,52,53,60,61,64,71,77
3,5,8,22,26,36,44,46,50,52,54,61,66,68,69,70,74,75,76,77
11,12,15,16,17,18,19,21,36,37,40,41,44,49,60,69,71,75,77,80
1,6,7,10,12,14,17,23,26,34,36,45,46,48,54,61,65,76,78,80
3,8,9,11,15,16,18,19,20,22,26,32,36,40,41,43,55,69,74,80
1,4,7,10,12,15,17,18,28,31,34,38,40,45,57,62,72,76,77,78
2,6,8,16,22,24,25,27,36,38,39,41,42,46,49,56,59,62,63,66
4,7,14,16,22,26,27,30,31,36,37,40,43,45,48,65,67,70,73,75
2,5,14,15,17,21,34,36,41,42,43,46,49,51,53,66,67,73,74,76
1,4,5,7,9,16,24,29,30,35,37,42,46,48,52,59,67,70,71,72
3,5,6,9,11,17,20,23,25,35,41,43,47,56,57,60,65,73,76,77
2,4,9,11,19,20,25,27,28,37,38,39,42,49,53,54,62,67,76,78
4,6,7,8,12,17,19,29,30,32,34,36,37,42,51,62,64,72,76,78
1,2,9,13,17,18,23,29,30,31,32,34,37,38,41,62,69,74,75,79
1,5,8,23,25,29,31,33,35,36,38,43,46,53,57,61,62,66,71,78
3,5,7,8,14,15,25,31,33,40,43,46,53,62,63,66,69,72,75,79
6,12,14,16,17,18,21,23,29,35,39,40,41,43,47,53,61,69,76,77
2,5,10,11,16,17,20,21,24,25,26,44,46,61,65,68,75,76,78,79
4,9,10,12,13,14,15,22,23,25,26,27,29,44,45,48,49,55,76,77
4,7,16,18,23,25,29,35,43,45,48,51,52,53,60,64,69,75,77,78
6,10,11,13,14,17,19,20,22,25,27,29,39,41,44,46,47,53,62,63
1,4,10,24,25,27,33,34,35,36,42,45,47,52,63,67,71,74,78,79
2,10,14,16,21,29,30,34,39,41,45,47,50,54,58,64,70,71,74,79
1,8,10,11,12,13,16,17,27,29,34,37,38,57,62,67,68,71,77,78
6,8,14,22,26,31,32,38,40,44,47,48,54,62,66,67,70,72,74,75
3,4,7,9,12,17,19,24,25,26,30,34,40,41,44,67,70,77,78,79
2,8,15,23,28,30,32,41,43,45,46,62,63,64,66,70,72,73,76,78
2,6,13,14,16,17,21,22,24,25,26,29,35,44,56,62,66,69,70,72
3,4,7,9,13,38,41,42,44,45,46,47,49,64,67,73,74,75,78,79
1,7,8,10,11,15,19,33,37,38,42,44,46,61,62,65,66,67,79,80
1,2,5,11,12,14,26,37,38,40,43,46,47,48,49,62,65,66,73,80
4,5,12,18,20,28,31,32,37,39,42,43,49,53,57,60,61,65,74,77
1,11,17,20,22,24,29,34,42,56,59,62,65,67,70,71,73,75,77,80
1,4,5,11,20,24,27,32,34,36,41,42,43,45,62,65,66,67,70,79
1,12,13,20,38,42,44,47,48,53,55,59,60,65,68,70,71,73,78,79
3,11,22,24,27,37,38,40,45,49,52,57,62,63,66,67,68,73,74,77
2,4,7,14,16,23,26,28,29,30,31,35,39,44,45,49,56,70,71,79
1,5,9,21,22,25,28,29,30,32,42,51,54,61,65,68,69,71,77,79
10,11,14,15,19,22,28,30,40,45,47,51,56,57,64,65,69,71,78,79
4,5,6,8,13,14,20,25,26,27,28,31,32,41,55,61,62,65,76,79
2,7,8,9,11,14,16,17,24,34,36,41,45,47,57,59,61,62,68,77
5,7,15,16,19,22,29,30,31,36,43,44,62,67,71,72,74,75,77,80
1,3,5,9,10,13,17,22,25,30,33,34,37,51,58,60,65,76,77,78
1,7,9,12,15,18,23,25,27,30,32,36,39,42,46,48,68,72,76,78
7,11,12,17,19,22,24,27,32,35,36,41,45,48,61,67,71,75,79,80
4,5,12,13,14,19,26,27,29,39,41,45,47,49,53,63,68,72,74,77
3,4,10,12,14,15,21,22,23,31,33,35,39,40,57,60,64,67,71,74
2,5,10,16,21,22,27,28,29,30,33,34,35,40,46,57,60,68,70,74
3,5,8,9,11,12,20,23,30,31,34,43,46,50,55,67,71,73,74,77
14,15,19,20,21,22,25,28,37,41,44,47,49,61,64,72,74,75,78,80
2,7,8,16,19,21,25,26,29,30,32,39,41,43,46,70,73,78,79,80
1,10,12,13,20,22,23,28,31,36,40,45,49,52,62,65,67,68,74,79
5,9,15,16,19,20,22,29,33,34,36,45,47,49,52,63,66,70,72,74
6,10,15,16,17,19,21,23,25,41,45,46,48,60,62,68,69,70,77,80
1,3,7,14,20,21,22,26,28,33,36,39,40,44,61,62,64,65,67,71
3,5,9,10,24,25,29,30,32,33,39,60,61,63,71,75,77,78,79,80
6,9,10,12,19,25,28,32,35,37,41,44,46,51,61,67,70,74,77,79
3,4,15,19,31,35,36,38,41,51,55,58,62,63,68,70,71,73,74,79
1,3,6,12,15,18,19,20,23,29,40,49,54,61,62,66,75,77,79,80
3,5,6,11,12,13,14,17,27,28,40,43,44,47,55,59,60,64,67,77
2,7,9,11,16,21,22,24,27,28,34,35,37,42,44,45,46,47,65,77
3,6,10,19,20,22,30,34,36,38,39,41,45,46,47,49,51,53,57,62
2,4,8,12,15,18,23,31,33,38,46,49,53,60,64,67,69,72,73,79
1,2,5,8,15,16,20,24,31,34,37,39,48,60,62,67,73,74,75,77
1,5,10,11,13,21,22,23,29,30,36,40,44,48,56,61,62,67,75,80
1,2,8,12,17,19,20,21,24,25,29,33,36,41,45,65,68,70,73,79
3,5,14,17,19,21,26,30,32,33,34,36,42,47,53,55,57,63,65,78
6,7,21,27,34,35,36,43,45,48,49,56,58,60,70,71,73,74,75,80
5,11,13,15,19,21,24,30,33,36,37,38,43,44,45,56,61,67,73,77
7,11,19,22,24,31,32,35,37,42,48,59,60,62,67,71,72,77,78,80
2,3,5,9,15,20,27,28,33,38,39,41,42,62,63,66,72,75,77,78
4,5,9,12,15,16,21,22,29,33,35,37,38,40,49,52,54,65,78,80
8,9,15,18,19,21,26,31,33,37,39,45,46,57,65,68,69,72,74,75
1,5,9,13,14,16,17,18,21,25,29,32,35,44,53,64,71,76,78,79
9,12,14,25,30,32,40,41,42,43,44,45,48,49,52,56,61,62,63,77
1,7,8,14,19,22,24,27,28,34,38,42,46,60,61,65,70,76,77,78
2,4,16,20,23,27,28,36,37,38,40,46,47,53,58,61,64,69,72,80
5,7,14,24,26,30,31,32,37,38,40,46,48,51,62,66,67,71,73,80
3,8,9,11,13,16,18,19,25,26,27,32,33,35,49,56,61,67,69,75
1,3,7,8,9,14,20,23,29,36,37,48,56,58,59,60,64,69,70,72
3,7,11,12,13,16,18,21,28,30,36,49,53,54,61,64,72,73,76,77
1,2,7,11,15,23,27,28,31,32,33,37,44,49,54,60,62,66,70,76
7,11,15,16,22,28,30,38,39,44,48,49,55,57,60,61,63,69,71,80
9,11,19,20,21,22,24,25,26,30,32,33,40,44,49,50,57,62,65,66
2,3,4,7,14,20,23,33,34,36,41,42,54,58,61,62,63,64,71,73
2,6,7,10,16,18,23,24,27,28,30,35,36,41,47,50,54,75,76,77
2,3,8,14,15,16,23,27,37,40,41,43,46,47,61,67,72,73,75,76
5,8,14,22,25,30,33,36,38,40,60,61,62,63,65,66,71,73,75,77
1,2,11,13,17,23,28,31,39,40,41,47,48,51,53,58,62,71,73,80
1,4,14,17,19,22,38,42,53,56,57,64,66,67,68,69,70,76,79,80
1,2,6,9,11,19,23,26,28,35,38,39,57,58,60,62,73,75,76,78
1,3,4,7,11,13,19,20,25,30,44,46,50,60,62,71,74,75,76,80
13,16,24,27,28,32,34,37,40,43,46,49,58,60,62,67,69,70,72,76
1,7,8,16,18,19,22,34,35,39,42,45,51,63,64,67,73,77,78,79
13,15,16,17,24,25,32,36,40,42,47,58,62,63,65,66,68,73,75,78
7,8,13,14,16,20,23,26,33,43,47,62,63,69,70,71,73,75,77,79
1,2,4,10,11,15,16,22,23,25,32,42,43,44,46,48,61,71,73,78
3,5,10,13,17,18,22,24,33,35,39,40,44,47,48,57,62,71,78,80
5,10,18,20,23,29,40,42,44,45,48,51,54,56,62,64,66,70,71,78
3,6,8,11,12,19,20,23,25,28,29,36,41,42,61,62,70,71,72,77
13,19,21,22,23,26,31,32,37,39,41,49,57,58,60,65,66,68,74,77
5,9,10,11,17,19,21,26,27,29,37,45,47,48,55,56,61,62,71,76
1,11,14,15,21,23,24,26,33,35,36,46,49,53,60,63,65,71,73,75
18,24,27,28,29,30,35,36,38,44,45,46,47,53,54,66,69,70,74,79
3,4,9,10,14,25,27,29,31,32,39,42,45,49,59,60,62,68,72,80
3,11,14,15,17,22,23,35,37,38,42,45,46,52,62,68,72,74,75,78
6,9,16,18,22,29,32,33,36,38,44,45,52,55,56,60,65,67,75,79
2,3,5,10,16,20,24,27,28,30,31,33,40,41,45,46,64,67,69,80
6,9,15,17,21,29,32,35,38,40,41,55,62,65,67,68,71,74,77,78
3,4,5,6,8,12,14,15,18,27,34,38,39,42,46,50,65,66,75,76
13,15,16,21,23,34,36,37,40,43,54,59,61,66,67,68,70,72,75,77
3,11,17,18,29,35,37,38,40,48,54,55,56,59,67,68,69,71,74,78
4,5,16,17,19,21,26,30,40,51,52,59,62,63,67,68,74,77,78,79
4,5,10,13,15,18,22,26,29,31,32,36,42,48,55,59,74,75,77,78
1,3,4,8,9,11,18,25,30,31,34,37,41,44,49,65,68,72,73,76
1,3,7,12,14,15,21,25,27,29,32,39,41,45,52,63,67,73,76,78
1,3,9,10,22,27,30,32,38,44,51,54,55,56,59,62,63,75,76,80
2,3,8,14,21,26,31,33,35,37,39,43,44,57,60,61,65,68,75,77
5,6,14,22,25,26,27,31,33,35,37,49,51,53,55,56,59,64,67,70
4,5,6,8,12,16,29,35,36,37,39,41,42,45,47,57,64,66,77,80
8,9,17,18,19,24,31,41,43,47,48,49,53,55,61,66,72,73,77,78
3,5,11,14,18,33,35,37,38,40,43,46,48,52,57,58,64,66,74,79
6,10,12,13,15,16,17,18,20,25,28,29,31,33,49,53,60,62,77,79
3,4,5,12,13,16,23,27,29,33,36,38,44,48,53,60,67,72,77,79
2,7,12,16,23,26,29,31,37,46,47,49,52,62,64,67,69,70,74,75
5,6,8,11,13,14,17,22,24,28,35,40,43,46,49,63,66,68,69,80
1,9,10,15,17,24,25,26,32,34,44,46,49,55,56,62,66,69,72,75
3,12,15,16,21,29,32,39,42,47,49,50,59,60,64,65,69,72,73,80
6,13,16,21,31,32,33,38,39,45,48,50,56,62,64,69,71,73,77,80
3,5,7,15,18,22,26,27,28,34,35,36,38,41,47,49,61,66,74,77
3,10,20,31,34,39,42,44,45,46,50,61,62,63,67,72,73,76,77,78
9,12,14,23,26,30,31,40,42,44,45,49,54,55,56,63,71,74,77,78
10,11,13,17,18,20,30,31,34,38,39,42,47,48,57,58,61,70,72,76
5,7,8,10,22,24,26,29,35,37,38,39,41,42,43,44,49,64,71,78
2,5,6,7,10,12,15,30,31,32,48,49,51,62,66,67,68,71,75,79
1,2,7,15,16,19,20,28,30,32,40,43,47,49,63,64,65,70,73,74
1,5,9,13,14,17,21,22,27,28,29,35,42,59,64,67,71,74,75,79
7,8,9,11,15,18,20,24,38,45,46,52,64,65,66,67,68,70,79,80
4,5,6,10,14,27,30,42,43,44,45,54,55,59,61,62,63,64,72,73
9,11,12,16,18,19,22,23,26,29,30,40,51,52,54,62,65,73,74,78
8,20,21,27,34,36,37,38,39,41,45,49,50,53,60,62,64,72,73,75
4,6,8,9,13,19,22,24,29,39,43,49,53,60,67,69,71,73,76,79
1,4,6,9,10,11,14,15,21,24,35,39,43,49,61,64,65,75,76,79
2,8,9,24,28,33,35,38,42,51,59,60,61,66,72,73,74,76,79,80
4,5,8,18,20,22,24,31,34,36,39,41,44,54,60,62,65,72,73,75
1,12,13,14,26,27,32,33,42,46,49,52,61,62,63,66,67,70,71,72
3,16,18,20,27,28,32,35,37,43,47,49,62,63,65,69,70,74,77,79
3,6,9,11,18,21,22,23,29,30,40,42,54,61,64,72,74,75,77,80
1,7,12,13,14,19,20,25,28,29,33,39,40,41,42,45,61,68,70,72
7,9,10,12,19,20,21,24,29,32,34,49,58,59,61,62,73,78,79,80
7,13,15,23,25,37,38,41,52,55,56,59,60,61,63,64,65,71,75,78
9,15,24,28,32,36,40,42,49,53,54,56,64,65,66,68,71,72,75,80
10,16,18,21,23,26,28,31,33,34,36,44,45,62,64,66,67,69,74,80
2,3,4,6,15,16,18,28,31,39,42,43,50,51,53,58,59,68,73,78
6,8,9,19,26,27,30,39,42,44,46,52,59,61,62,67,69,72,75,76
4,6,10,12,14,16,22,27,33,35,38,43,48,61,67,68,69,70,71,77
7,9,17,18,21,26,31,32,33,35,42,43,44,48,59,63,67,75,77,78
4,7,11,14,27,34,35,36,41,44,48,49,57,62,66,68,74,75,78,80
3,6,9,11,12,14,15,19,20,24,26,28,32,34,35,38,54,56,70,80
12,18,21,22,23,27,30,34,35,36,38,39,42,46,49,55,58,64,65,68
1,5,9,13,17,23,25,27,29,30,42,58,60,61,64,69,72,75,77,79
3,13,14,15,23,27,34,40,41,44,46,48,52,59,61,63,66,67,72,76
1,5,6,11,13,16,19,21,22,27,28,29,30,31,32,35,42,57,68,71
5,7,9,11,13,14,17,30,33,38,40,44,52,63,64,66,71,74,76,77
2,3,9,10,11,12,17,23,26,39,42,43,55,59,60,62,65,68,76,79
1,3,4,5,8,19,31,34,35,38,44,45,47,58,66,71,73,74,78,80
14,18,22,27,29,34,35,36,40,50,51,52,55,62,63,69,72,74,75,78
4,7,12,16,17,18,23,24,25,34,36,38,44,45,48,54,60,70,72,77
2,4,9,11,12,19,25,26,27,38,48,53,54,55,62,65,72,73,75,79
5,11,13,20,26,31,33,38,42,46,47,56,57,60,62,65,66,72,74,77
1,4,9,13,14,19,20,22,24,32,33,34,35,39,41,48,66,77,78,80
3,6,12,19,24,30,38,41,43,47,56,57,60,62,65,66,67,73,76,80
1,2,4,10,13,15,16,19,23,24,25,34,40,41,48,58,60,64,68,78
2,9,18,20,25,28,29,37,43,45,47,48,50,54,55,56,62,63,66,80
1,7,9,12,22,23,26,27,43,46,50,51,52,57,61,64,65,66,75,80
5,6,25,27,33,39,42,45,46,48,50,62,63,66,69,71,74,75,76,80
1,5,9,11,15,17,20,26,28,31,34,35,38,41,42,45,48,69,74,79
10,13,14,17,23,29,30,31,40,42,51,54,55,58,62,64,65,67,68,76
3,6,8,14,23,24,25,27,29,32,36,50,51,58,60,65,75,76,77,80
4,5,7,10,11,21,25,29,32,35,41,48,49,57,64,65,68,74,78,80
1,7,8,10,12,17,18,28,36,41,42,44,45,47,49,60,65,68,71,77
3,4,6,9,13,17,23,24,27,30,35,46,47,49,50,54,60,62,76,78
4,11,17,23,26,30,34,40,41,43,52,53,55,60,63,67,71,73,77,78
2,4,5,7,10,13,14,16,25,34,35,38,39,47,49,54,59,70,75,80
2,3,8,9,23,29,34,36,41,44,47,50,52,53,61,65,67,70,71,72
1,2,4,16,20,22,29,30,34,35,36,40,41,42,45,49,64,70,71,74
1,2,4,12,18,20,22,24,29,34,39,41,46,47,51,52,58,61,69,80
2,7,10,11,18,30,31,35,37,40,41,43,44,45,48,51,55,72,73,75
1,2,8,13,17,18,24,28,31,34,40,43,48,53,56,65,68,69,72,80
3,10,16,23,27,29,32,33,34,41,46,49,52,64,65,66,70,71,75,76
2,4,5,8,9,18,21,27,29,41,43,45,57,64,65,66,69,70,73,80
1,8,9,18,27,29,32,36,38,41,49,51,62,66,68,69,70,73,74,77
4,7,9,11,13,14,17,20,25,28,33,40,44,46,52,60,64,69,73,76
31,32,33,36,38,39,40,41,43,48,60,61,62,66,69,70,73,74,76,77
3,4,6,10,15,18,22,28,30,31,32,35,37,41,42,43,48,60,68,77
6,7,8,12,18,19,20,22,29,33,40,45,47,49,53,61,64,65,68,80
6,8,11,13,15,16,21,23,25,26,32,41,42,60,65,66,70,71,72,80
3,4,6,9,10,20,22,24,27,29,30,33,42,46,47,51,59,65,67,68
3,8,9,11,13,16,17,21,26,27,30,31,37,45,49,51,59,61,68,72
1,15,24,28,29,34,41,43,48,51,53,55,59,62,63,67,69,72,73,76
11,15,19,21,22,27,37,39,41,45,46,57,59,64,65,69,71,72,75,79
4,7,12,13,18,20,22,29,32,39,45,46,48,60,61,66,68,72,73,75
2,3,4,5,16,18,22,23,25,27,32,43,45,46,47,55,66,68,70,72
3,5,7,9,10,16,24,26,30,31,34,40,41,46,47,50,65,68,75,80
2,3,4,12,13,16,17,22,23,25,26,28,34,36,41,52,60,62,74,80
4,5,7,14,15,20,24,26,27,31,32,35,37,39,50,67,68,71,72,77
1,3,7,13,19,29,32,35,37,43,44,46,48,52,57,67,72,74,77,79
4,5,7,12,14,15,22,33,34,35,38,46,49,56,60,66,67,68,69,79
1,5,16,17,25,29,37,49,51,61,62,63,65,67,71,74,75,76,77,80
3,10,11,14,18,25,28,31,34,38,39,42,52,55,61,64,67,68,72,74
14,16,21,22,24,25,30,34,38,41,44,47,51,53,55,57,62,73,79,80
2,4,5,6,11,13,21,22,28,35,44,50,51,52,57,61,66,70,73,77
9,11,16,23,26,27,30,32,33,38,47,48,49,62,66,68,70,72,74,79
2,3,6,9,13,17,21,24,28,34,36,38,40,53,60,69,70,71,75,77
6,10,11,12,13,28,31,32,37,41,42,43,51,60,62,67,68,70,74,80
7,10,19,23,29,33,34,41,42,43,44,45,50,51,67,71,76,77,79,80
2,4,6,7,9,12,16,17,20,27,30,33,35,36,46,47,59,66,67,75
5,6,15,17,18,20,22,23,28,33,36,51,62,63,65,69,70,72,73,74
5,6,11,12,14,15,19,21,22,28,30,34,39,40,44,50,52,70,73,80
1,4,8,11,17,20,21,22,30,33,39,41,44,50,60,67,73,77,78,79
4,7,10,13,18,24,26,27,30,34,38,43,48,49,59,62,74,75,78,79
4,5,6,13,15,27,29,34,35,43,47,50,54,56,58,59,65,70,73,78
2,4,7,15,17,20,23,26,34,37,39,40,51,52,53,55,56,58,60,74
1,3,5,11,13,14,17,18,19,22,26,34,43,50,52,56,61,63,64,80
1,5,13,16,18,21,22,27,31,39,40,42,43,45,49,51,56,59,69,79
12,13,14,16,24,30,33,35,36,39,42,44,50,55,60,62,63,65,77,78
2,10,15,23,28,31,33,35,38,42,47,49,51,52,57,59,66,69,76,80
11,15,17,18,19,21,32,33,36,43,44,45,46,54,56,57,61,62,74,80
1,8,15,16,18,22,24,28,32,35,36,37,38,40,46,53,54,63,65,72
6,11,22,24,27,28,31,34,39,40,42,46,48,50,51,53,56,66,68,69
7,8,11,13,15,16,19,20,22,34,35,37,39,40,45,46,47,48,68,79
7,13,23,29,38,39,41,43,44,46,47,49,50,60,64,65,68,69,71,76
1,8,14,22,24,26,27,29,32,33,34,40,43,47,53,57,59,69,70,78
2,5,7,14,18,19,21,22,28,31,35,36,43,44,47,52,54,55,79,80
4,11,12,15,24,28,29,31,32,33,34,39,51,57,59,62,64,67,70,77
6,8,10,18,19,25,27,28,35,49,50,54,61,62,63,65,71,72,73,75
1,2,14,16,29,30,31,38,40,41,44,52,56,58,61,67,71,75,76,78
1,6,10,15,16,20,26,35,37,39,45,57,60,61,66,67,70,74,76,79
2,8,10,13,22,25,27,32,34,36,40,48,56,57,62,66,69,74,78,80
11,13,14,18,22,23,31,34,35,36,40,42,45,49,61,63,65,76,77,78
5,9,12,18,25,30,34,45,48,52,53,54,57,58,62,64,66,69,75,80
3,5,11,14,27,29,31,32,34,44,46,48,56,63,65,66,68,73,76,78
6,9,11,15,21,27,29,35,39,40,49,52,54,62,63,73,75,76,77,78
1,4,9,10,11,14,15,17,27,30,36,39,40,42,54,69,70,74,77,78
3,4,9,13,15,19,23,26,27,32,34,37,39,45,51,58,63,66,73,79
3,6,8,10,13,14,26,30,32,42,43,50,53,58,61,68,69,70,71,73
4,6,9,11,14,19,20,23,30,37,40,41,45,50,58,60,67,69,70,78
2,7,8,10,16,26,30,33,39,43,44,45,47,48,51,59,66,68,72,80
8,11,13,17,34,40,42,46,54,55,56,63,66,70,72,73,74,75,79,80
2,6,7,9,18,19,23,24,26,40,45,46,51,52,53,59,62,66,70,78
1,5,6,7,13,14,18,24,29,34,37,39,45,46,47,51,60,68,75,78
1,4,5,8,15,24,29,33,35,36,41,43,46,50,57,58,59,62,64,79
6,7,8,17,23,25,26,28,41,44,46,54,59,66,67,68,71,73,74,76
1,2,3,4,5,9,14,20,36,37,40,45,56,63,67,68,69,70,72,75
